Date,Clicks,Impressions,CTR,Position
2026-05-07,12,263,4.56%,13.3
2026-05-08,0,198,0%,13.8
2026-05-09,1,144,0.69%,15.3
2026-05-10,2,161,1.24%,19.8
2026-05-11,4,208,1.92%,15.4
2026-05-12,12,217,5.53%,11
2026-05-13,5,183,2.73%,14.5
2026-05-14,9,168,5.36%,11
2026-05-15,2,216,0.93%,18.7
2026-05-16,2,145,1.38%,14.4
2026-05-17,1,259,0.39%,20.8
2026-05-18,3,217,1.38%,17.5
2026-05-19,7,227,3.08%,13.4
